,Country,Transportation Mode,Order Type,Fulfillment Method,Product Category,Vendor Incoterm,Reason Code,Reason Code Duration,Item Tracer Category,Illustrative Price,Ordered Quantity,Shipped Quantity,TLP Indicator,Deliver,Process PO/DO,USAID Approval,RO Validation,Sourcing and Planning,Manufacture,Pick Up,Quality Assurance,Estimated Lead Time in Days,Estimated Lead Time in Days,Average Days Late,Estimated Lead Time in Days,Estimated Lead Time in Days,Order Cycle Time
25178,Congo DRC,Air,Purchase Order,Direct Drop,Laboratory Consumables,DAP,AD,-33.0,Laboratory,260.0,16,16,GSC,15.0,19.0,1.0,0.0,84.0,75.0,28.0,-63.5,84.0,84.0,0.0,84.0,84.0,236
25179,Tanzania,Land,Purchase Order,Direct Drop,Laboratory Consumables,DAP,AD,-25.0,Laboratory,155.0,25,25,GSC,15.0,9.0,1.0,0.0,10.0,75.0,28.0,-63.5,28.0,28.0,0.0,28.0,28.0,51
25181,Ethiopia,Air,Purchase Order,Direct Drop,Laboratory Consumables,CIP,AD,-22.0,Laboratory,273.0,14,14,DCP,11.0,35.0,18.0,1.0,22.0,72.0,4.0,-63.5,133.0,133.0,0.0,133.0,133.0,164
25184,Congo DRC,Air,Purchase Order,Direct Drop,Laboratory Consumables,DAP,AD,-33.0,Laboratory,52.0,16,16,GSC,15.0,19.0,1.0,0.0,84.0,75.0,28.0,-63.5,84.0,84.0,0.0,84.0,84.0,236
25189,Haiti,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,-64.0,Laboratory,105.0,20,20,DCP,15.0,100.0,3.0,13.0,67.0,-3.0,28.0,-63.5,161.0,161.0,0.0,161.0,161.0,181
25198,Malawi,Air,Purchase Order,Direct Drop,Laboratory Consumables,DAP,AD,116.0,Laboratory,198.0,14,14,GSC,15.0,4.0,13.0,38.0,35.0,389.0,28.0,-63.5,84.0,84.0,-2.0,84.0,84.0,478
25202,Malawi,Air,Purchase Order,Direct Drop,Laboratory Consumables,DAP,AD,116.0,Laboratory,55.0,35,35,GSC,15.0,4.0,13.0,38.0,35.0,389.0,28.0,-63.5,84.0,84.0,-2.0,84.0,84.0,478
25203,Malawi,Air,Purchase Order,Direct Drop,Laboratory Consumables,DAP,AD,201.0,Laboratory,55.0,35,35,GSC,15.0,4.0,13.0,38.0,35.0,75.0,28.0,-63.5,84.0,84.0,3.0,84.0,84.0,325
25208,Haiti,Air,Purchase Order,Direct Drop,Laboratory Consumables,FCA,AD,25.0,Laboratory,675.0,1,1,DCP,6.0,100.0,3.0,0.0,11.0,-16.0,107.0,-63.5,154.0,154.0,18.0,154.0,154.0,212
25225,Malawi,Air,Purchase Order,Direct Drop,Laboratory Consumables,DAP,AD,201.0,Laboratory,52.0,52,52,GSC,15.0,4.0,13.0,38.0,35.0,75.0,28.0,-63.5,84.0,84.0,3.0,84.0,84.0,325
25226,Malawi,Air,Purchase Order,Direct Drop,Laboratory Consumables,DAP,AD,566.0,Laboratory,198.0,13,13,GSC,15.0,4.0,13.0,38.0,35.0,75.0,28.0,-63.5,84.0,84.0,3.0,84.0,84.0,325
25229,Mali,Sea,Purchase Order,Direct Drop,Essential Medicines,FCA,AD,-85.0,Other Pharma,0.43,209130,209130,GSC,87.0,7.0,12.0,1.0,30.0,63.0,30.0,35.0,231.0,231.0,4.0,231.0,231.0,231
25231,Malawi,Air,Purchase Order,Direct Drop,Laboratory Consumables,DAP,AD,201.0,Laboratory,260.0,52,52,GSC,15.0,4.0,13.0,38.0,35.0,75.0,28.0,-63.5,84.0,84.0,3.0,84.0,84.0,325
25233,Malawi,Air,Purchase Order,Direct Drop,Laboratory Consumables,DAP,AD,23.0,Laboratory,260.0,52,52,GSC,15.0,4.0,13.0,38.0,35.0,75.0,28.0,-63.5,84.0,84.0,18.0,84.0,84.0,162
25234,Malawi,Air,Purchase Order,Direct Drop,Laboratory Consumables,DAP,AD,23.0,Laboratory,55.0,35,35,GSC,15.0,4.0,13.0,38.0,35.0,75.0,28.0,-63.5,84.0,84.0,18.0,84.0,84.0,162
25255,Nigeria,Land,Purchase Order,Direct Drop,Essential Medicines,DDP,AD,-34.0,Other Pharma,1.75,778098,778098,GSC,31.0,31.0,10.0,11.0,116.0,60.0,36.0,35.0,133.0,133.0,3.0,133.0,133.0,240
25259,Eswatini,Land,Purchase Order,Direct Drop,Laboratory Consumables,FCA,AD,-15.0,Laboratory,74.5,675,675,GSC,11.0,27.0,0.0,0.0,74.0,75.0,28.0,-63.5,140.0,140.0,11.0,140.0,140.0,162
25260,Malawi,Air,Purchase Order,Direct Drop,Laboratory Consumables,DAP,AD,116.0,Laboratory,52.0,54,54,GSC,15.0,4.0,13.0,38.0,35.0,389.0,28.0,-63.5,84.0,84.0,-2.0,84.0,84.0,478
25271,Nigeria,Land,Purchase Order,Direct Drop,Essential Medicines,DDP,SD,29.0,Other Pharma,14.75,2000,2000,GSC,31.0,31.0,10.0,11.0,116.0,78.0,36.0,35.0,147.0,147.0,-13.0,147.0,147.0,272
25273,Haiti,Air,Purchase Order,Direct Drop,Laboratory Equipment,FCA,AD,-365.0,Laboratory,3081.4,1,1,DCP,26.0,23.0,20.0,0.0,133.0,103.0,-25.0,13.0,294.0,294.0,1.0,294.0,294.0,281
25274,Malawi,Air,Purchase Order,Direct Drop,Laboratory Consumables,DAP,AD,116.0,Laboratory,260.0,52,52,GSC,15.0,4.0,13.0,38.0,35.0,389.0,28.0,-63.5,84.0,84.0,-2.0,84.0,84.0,478
25278,Malawi,Air,Purchase Order,Direct Drop,Laboratory Consumables,DAP,AD,23.0,Laboratory,198.0,13,13,GSC,15.0,4.0,13.0,38.0,35.0,75.0,28.0,-63.5,84.0,84.0,18.0,84.0,84.0,162
25280,Liberia,Sea,Purchase Order,Direct Drop,Essential Medicines,FCA,AD,44.0,Other Pharma,11.54,22250,22250,GSC,69.0,43.0,0.0,0.0,35.0,130.0,4.0,35.0,210.0,210.0,-8.0,210.0,210.0,282
25282,Liberia,Sea,Purchase Order,Direct Drop,Essential Medicines,FCA,AD,44.0,Other Pharma,9.33,6000,6000,GSC,69.0,44.0,0.0,0.0,35.0,102.0,31.0,35.0,210.0,210.0,-8.0,210.0,210.0,282
25286,Malawi,Air,Purchase Order,Direct Drop,Laboratory Consumables,DAP,AD,23.0,Laboratory,52.0,52,52,GSC,15.0,4.0,13.0,38.0,35.0,75.0,28.0,-63.5,84.0,84.0,18.0,84.0,84.0,162
25290,Haiti,Land,Purchase Order,Direct Drop,Laboratory Equipment,DDP,AD,-54.0,Laboratory,227.7,75,75,DCP,19.0,26.0,0.0,0.0,97.0,56.0,34.5,13.0,168.0,168.0,27.0,168.0,168.0,266
25291,Haiti,Land,Purchase Order,Direct Drop,Laboratory Equipment,DDP,AD,-54.0,Laboratory,3032.27,10,10,DCP,19.0,26.0,0.0,0.0,97.0,56.0,34.5,13.0,168.0,168.0,27.0,168.0,168.0,266
25300,Nigeria,Air,Purchase Order,Direct Drop,Laboratory Consumables,CPT-2010 NIGERIA,AD,-8.0,Laboratory,55.0,1986,1986,GSC,18.0,29.0,14.0,1.0,41.0,75.0,28.0,-63.5,98.0,98.0,13.0,98.0,98.0,165
25307,Haiti,Air,Purchase Order,Direct Drop,Essential Medicines,FCA,AD,14.0,Other Pharma,5.86,11000,11000,GSC,46.0,57.0,2.0,27.0,214.0,98.0,10.0,35.0,119.0,119.0,-42.0,119.0,119.0,455
25310,Cameroon,Air,Purchase Order,Direct Drop,Laboratory Consumables,FCA,AD,-37.0,Laboratory,34.58,500,500,GSC,8.0,11.0,1.0,34.0,238.0,72.0,82.0,-63.5,154.0,154.0,28.0,154.0,154.0,447
25311,Haiti,Multiple,Purchase Order,Direct Drop,Laboratory Equipment,EXW,SD,14.0,Laboratory,4764.25,2,4,DCP,22.0,38.0,0.0,0.0,49.0,137.0,81.0,13.0,70.0,70.0,79.0,70.0,70.0,328
25316,Nigeria,Air,Purchase Order,Direct Drop,Laboratory Consumables,FCA,AD,-40.0,Laboratory,280.0,750,1410,DCP,8.0,40.0,0.0,18.0,10.0,85.0,-9.0,-63.5,119.0,119.0,-2.0,119.0,119.0,153
25318,Nigeria,Air,Purchase Order,Direct Drop,Laboratory Consumables,DAP,AD,-28682.0,Laboratory,63.0,11,11,DCP,15.0,126.0,0.0,3.0,26.0,104.0,28.0,-63.5,147.0,147.0,35.0,147.0,147.0,330
25324,Nigeria,Air,Purchase Order,Direct Drop,Laboratory Consumables,FCA,AD,0.0,Laboratory,280.0,1019,1019,DCP,24.0,48.0,0.0,5.0,37.0,111.0,20.0,-63.5,133.0,133.0,9.0,133.0,133.0,246
25330,Zimbabwe,Land,Purchase Order,Direct Drop,Laboratory Consumables,DAP,AD,15.0,Laboratory,198.0,600,600,DCP,15.0,17.0,7.0,17.0,12.0,109.0,28.0,-63.5,56.0,56.0,12.5,56.0,56.0,180
25332,Nigeria,Air,Purchase Order,Direct Drop,Laboratory Consumables,DAP,AD,-28682.0,Laboratory,178.0,5,5,DCP,15.0,126.0,0.0,3.0,26.0,104.0,28.0,-63.5,147.0,147.0,35.0,147.0,147.0,330
25335,Kenya,Land,Purchase Order,Direct Drop,Essential Medicines,DDP,SD,0.0,Other Pharma,5.59,95800,95800,GSC,31.0,27.0,4.0,5.0,51.0,17.0,36.0,35.0,91.0,91.0,25.5,91.0,91.0,167
25341,Haiti,Air,Purchase Order,Direct Drop,Essential Medicines,FCA,AD,-33.0,Other Pharma,3.8,7500,7500,GSC,29.0,57.0,2.0,27.0,214.0,38.0,54.0,35.0,210.0,210.0,57.0,210.0,210.0,422
25342,Nigeria,Air,Purchase Order,Direct Drop,Laboratory Consumables,CPT-2010 NIGERIA,AD,-8.0,Laboratory,52.0,1766,1766,GSC,18.0,29.0,14.0,1.0,41.0,75.0,28.0,-63.5,98.0,98.0,13.0,98.0,98.0,165
25347,Nigeria,Air,Purchase Order,Direct Drop,Laboratory Consumables,DAP,AD,-28682.0,Laboratory,137.0,53,53,DCP,15.0,126.0,0.0,3.0,26.0,104.0,28.0,-63.5,147.0,147.0,35.0,147.0,147.0,330
25352,Nigeria,Air,Purchase Order,Direct Drop,Laboratory Consumables,FCA,AD,-28566.0,Laboratory,280.0,762,762,DCP,10.0,40.0,2.0,42.0,8.0,122.0,-4.0,-63.5,119.0,119.0,20.0,119.0,119.0,221
25361,Nigeria,Air,Purchase Order,Direct Drop,Laboratory Consumables,CPT-2010 NIGERIA,AD,-8.0,Laboratory,260.0,2139,2139,GSC,18.0,29.0,14.0,1.0,41.0,75.0,28.0,-63.5,98.0,98.0,13.0,98.0,98.0,165
25362,Nigeria,Air,Purchase Order,Direct Drop,Laboratory Consumables,FCA,AD,-49.0,Laboratory,204.2,660,660,GSC,29.0,28.0,14.0,1.0,41.0,75.0,28.0,-63.5,140.0,140.0,30.0,140.0,140.0,178
25366,Haiti,Land,Purchase Order,Direct Drop,Essential Medicines,DDP,SD,32.0,Other Pharma,3.65,250,250,GSC,31.0,57.0,0.0,3.0,143.0,72.0,36.0,35.0,210.0,210.0,141.5,210.0,210.0,560
25370,Zambia,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,-15.0,Laboratory,204.0,283,283,DCP,15.0,59.0,5.0,30.0,6.0,77.0,28.0,-63.5,98.0,98.0,5.5,98.0,98.0,178
25382,Ethiopia,Air,Purchase Order,Direct Drop,Laboratory Consumables,FCA,SD,-31.0,Laboratory,280.0,9,9,DCP,11.0,35.0,5.0,3.0,34.0,57.0,9.0,-63.5,105.0,105.0,7.0,105.0,105.0,155
25384,Haiti,Air,Purchase Order,Direct Drop,Essential Medicines,FCA,AD,-33.0,Other Pharma,7.7,75,75,GSC,28.0,43.0,2.0,27.0,214.0,72.0,36.0,35.0,119.0,119.0,6.0,119.0,119.0,336
25385,Haiti,Air,Purchase Order,Direct Drop,Essential Medicines,FCA,AD,87.0,Other Pharma,7.7,200,200,GSC,28.0,95.0,104.0,27.0,112.0,81.0,10.0,35.0,126.0,126.0,1.0,126.0,126.0,458
25389,Zambia,Land,Purchase Order,Direct Drop,Laboratory Consumables,DAP,AD,-95.0,Laboratory,55.0,344,344,DCP,15.0,36.0,0.0,105.0,33.0,356.0,28.0,-63.5,70.0,70.0,354.0,70.0,70.0,531
25393,Tanzania,Air,Purchase Order,Direct Drop,Laboratory Consumables,DAP,AD,-73.0,Laboratory,260.0,811,811,GSC,15.0,43.0,3.0,5.0,6.0,75.0,28.0,-63.5,182.0,182.0,-2.0,182.0,182.0,122
25396,El Salvador,Air,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,122.0,Laboratory,75.0,5,5,GSC,15.0,244.0,3.0,0.0,19.0,75.0,28.0,-63.5,385.0,385.0,-1.0,385.0,385.0,392
25405,Nigeria,Air,Purchase Order,Direct Drop,Laboratory Consumables,FCA,AD,-40.0,Laboratory,60.0,45,45,DCP,8.0,40.0,0.0,18.0,10.0,85.0,-9.0,-63.5,119.0,119.0,-1.0,119.0,119.0,153
25409,Haiti,Air,Purchase Order,Direct Drop,Laboratory Consumables,FCA,SD,7.0,Laboratory,250.0,13,13,DCP,50.0,22.0,1.0,10.0,47.0,-1.0,22.0,-63.5,105.0,105.0,-12.0,105.0,105.0,152
25420,Haiti,Air,Purchase Order,Direct Drop,Essential Medicines,FCA,AD,-33.0,Other Pharma,68.07,90,90,GSC,28.0,43.0,2.0,27.0,214.0,72.0,36.0,35.0,119.0,119.0,6.0,119.0,119.0,336
25422,Côte d'Ivoire,Air,Purchase Order,Direct Drop,Laboratory Consumables,FCA,AD,-60.0,Other Non-Pharma,120.0,2,2,GSC,42.0,30.0,0.0,0.0,84.0,75.0,28.0,-63.5,140.0,140.0,7.0,140.0,140.0,293
25425,Ethiopia,Air,Purchase Order,Direct Drop,Laboratory Consumables,FCA,AD,-34.0,Laboratory,280.0,77,77,DCP,19.0,17.0,4.0,1.0,23.0,50.0,12.0,-63.5,133.0,133.0,-1.0,133.0,133.0,127
25426,El Salvador,Air,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,122.0,Laboratory,280.0,32,32,GSC,15.0,244.0,3.0,0.0,19.0,75.0,28.0,-63.5,385.0,385.0,-1.0,385.0,385.0,392
25428,Zambia,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,123.0,Laboratory,28.2,159,159,DCP,15.0,104.0,1.0,116.0,56.0,101.0,28.0,-63.5,91.0,91.0,-9.0,91.0,91.0,379
25429,Eswatini,Air,Purchase Order,Direct Drop,Laboratory Consumables,FCA,SD,4.0,Laboratory,2.04,100,100,GSC,5.0,53.0,0.0,5.0,247.0,32.0,27.0,-63.5,98.0,98.0,19.0,98.0,98.0,370
25431,Haiti,Sea,Purchase Order,Direct Drop,Essential Medicines,FCA,AD,-31.0,Other Pharma,3.45,1200,1200,GSC,63.0,8.0,0.0,3.0,143.0,31.0,18.0,35.0,210.0,210.0,-3.0,210.0,210.0,267
25433,Ukraine,Air,Purchase Order,Direct Drop,Laboratory Consumables,FCA,AD,61.0,Other Non-Pharma,28.9,20,20,GSC,6.0,66.0,6.0,35.0,70.0,405.0,20.0,-63.5,175.0,175.0,2.0,175.0,175.0,609
25434,Haiti,Sea,Purchase Order,Direct Drop,Essential Medicines,FCA,AD,-45.0,Other Pharma,8.5,20,20,GSC,63.0,47.0,0.0,3.0,143.0,0.0,10.0,35.0,210.0,210.0,-3.0,210.0,210.0,267
25438,Zambia,Air,Purchase Order,Direct Drop,Laboratory Equipment,DAP,AD,17.0,Laboratory,0.01,1,1,GSC,19.0,92.0,1.0,0.0,166.0,23.0,34.5,13.0,28.0,28.0,4.0,28.0,28.0,283
25439,Zambia,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,61.0,Laboratory,40.96,128,128,DCP,15.0,104.0,1.0,116.0,56.0,45.0,28.0,-63.5,91.0,91.0,-3.0,91.0,91.0,323
25441,Haiti,Land,Purchase Order,Direct Drop,Essential Medicines,DDP,UD,-7.0,Other Pharma,12.78,25,25,GSC,31.0,57.0,0.0,3.0,143.0,55.0,36.0,35.0,210.0,210.0,7.0,210.0,210.0,259
25448,Haiti,Air,Purchase Order,Direct Drop,Essential Medicines,FCA,AD,87.0,Other Pharma,380.0,6,6,GSC,28.0,95.0,104.0,27.0,112.0,81.0,10.0,35.0,126.0,126.0,1.0,126.0,126.0,458
25449,Côte d'Ivoire,Air,Purchase Order,Direct Drop,Laboratory Consumables,FCA,AD,32.0,Laboratory,270.1,9,9,GSC,62.0,41.0,0.0,0.0,84.0,93.0,61.0,-63.5,140.0,140.0,55.0,140.0,140.0,342
25452,Zambia,Air,Purchase Order,Direct Drop,Laboratory Equipment,DAP,AD,19.0,Laboratory,75000.0,1,1,GSC,19.0,0.0,1.0,0.0,166.0,64.0,34.5,13.0,28.0,28.0,17.0,28.0,28.0,232
25453,Zambia,Air,Purchase Order,Direct Drop,Laboratory Equipment,DAP,AD,15.0,Laboratory,0.01,1,1,GSC,19.0,0.0,1.0,0.0,166.0,91.0,34.5,13.0,28.0,28.0,29.0,28.0,28.0,259
25454,Zambia,Air,Purchase Order,Direct Drop,Laboratory Equipment,DAP,AD,17.0,Laboratory,500.0,1,1,GSC,19.0,92.0,1.0,0.0,166.0,23.0,34.5,13.0,28.0,28.0,4.0,28.0,28.0,283
25457,Congo DRC,Air,Purchase Order,Direct Drop,Laboratory Consumables,DAP,AD,-389.0,Laboratory,260.0,90,90,GSC,15.0,56.0,0.0,21.0,47.0,75.0,28.0,-63.5,84.0,84.0,365.0,84.0,84.0,191
25459,Mozambique,Land,Purchase Order,Direct Drop,Laboratory Equipment,DDP,AD,31.0,Laboratory,3397.985,4,4,DCP,19.0,12.0,1.0,0.0,52.0,268.0,34.5,13.0,168.0,168.0,-10.0,168.0,168.0,334
25461,Congo DRC,Air,Purchase Order,Direct Drop,Laboratory Consumables,FCA,AD,-76.0,Laboratory,56.76,1,1,GSC,337.0,39.0,0.0,2.0,105.0,75.0,28.0,-63.5,259.0,259.0,7.0,259.0,259.0,493
25464,El Salvador,Air,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,122.0,Laboratory,75.0,1,1,GSC,15.0,244.0,3.0,0.0,19.0,75.0,28.0,-63.5,385.0,385.0,-1.0,385.0,385.0,392
25471,Kenya,Land,Purchase Order,Direct Drop,Essential Medicines,DDP,SD,-6.0,Other Pharma,1.03,90300,90300,GSC,31.0,29.0,4.0,5.0,51.0,78.0,36.0,35.0,119.0,119.0,-6.0,119.0,119.0,174
25474,Nigeria,Air,Purchase Order,Direct Drop,Laboratory Consumables,FCA,AD,-40.0,Laboratory,280.0,90,90,DCP,8.0,40.0,0.0,18.0,10.0,85.0,-9.0,-63.5,119.0,119.0,-1.0,119.0,119.0,153
25480,Uganda,Land,Purchase Order,Direct Drop,Essential Medicines,DDP,SD,0.0,Other Pharma,4.74,7440,7440,GSC,31.0,15.0,0.0,18.0,108.0,88.0,36.0,35.0,112.0,112.0,4.0,112.0,112.0,243
25483,Congo DRC,Air,Purchase Order,Direct Drop,Essential Medicines,FCA,AD,-153.0,TB HIV,0.99,1000,1000,GSC,15.0,6.0,15.0,4.0,78.0,12.0,51.0,35.0,238.0,238.0,-1.0,238.0,238.0,182
25491,Zambia,Air,Purchase Order,Direct Drop,Laboratory Equipment,DAP,AD,11.0,Laboratory,500.0,1,1,GSC,19.0,120.0,1.0,0.0,166.0,78.0,34.5,13.0,28.0,28.0,6.0,28.0,28.0,366
25493,Haiti,Sea,Purchase Order,Direct Drop,Essential Medicines,FCA,AD,-31.0,Other Pharma,17.12,45,45,GSC,63.0,8.0,0.0,3.0,143.0,35.0,14.0,35.0,154.0,154.0,-3.0,154.0,154.0,267
25496,Ethiopia,Air,Purchase Order,Direct Drop,Laboratory Consumables,FCA,AD,-50.0,Laboratory,280.0,1157,1157,DCP,7.0,9.0,8.0,18.0,25.0,33.0,29.0,-63.5,133.0,133.0,-5.0,133.0,133.0,130
25498,Haiti,Air,Purchase Order,Direct Drop,Essential Medicines,FCA,UD,30.0,Other Pharma,65.0,50,50,GSC,36.0,8.0,0.0,3.0,143.0,109.0,7.0,35.0,154.0,154.0,6.0,154.0,154.0,307
25499,Tanzania,Sea,Purchase Order,Direct Drop,Essential Medicines,FCA,AD,-29399.0,TB HIV,16.25,105788,105788,GSC,55.0,50.0,0.0,0.0,30.0,72.0,36.0,35.0,210.0,210.0,6.0,210.0,210.0,283
25507,Nigeria,Land,Purchase Order,Direct Drop,Essential Medicines,EX WORKS,UD,5.0,Other Pharma,24.63,91908,91908,GSC,9.0,15.0,5.0,6.0,78.0,175.0,-1.0,35.0,161.0,161.0,4.0,161.0,161.0,288
25508,Nigeria,Land,Purchase Order,Direct Drop,Essential Medicines,FCA,AD,-95.0,Other Pharma,24.63,22000,22000,GSC,3.0,182.0,13.0,1.0,57.0,-1.0,14.0,35.0,210.0,210.0,-6.0,210.0,210.0,270
25509,Zambia,Air,Purchase Order,Direct Drop,Laboratory Equipment,DAP,AD,11.0,Laboratory,0.01,1,1,GSC,19.0,120.0,1.0,0.0,166.0,78.0,34.5,13.0,28.0,28.0,6.0,28.0,28.0,366
25512,Nigeria,Land,Purchase Order,Direct Drop,Laboratory Consumables,DDP,AD,-59.0,Laboratory,4.51,78,78,DCP,15.0,5.0,0.0,0.0,132.0,10.0,28.0,-63.5,21.0,21.0,-30.0,21.0,21.0,148
25516,Zambia,Air,Purchase Order,Direct Drop,Laboratory Equipment,DAP,AD,1.0,Laboratory,75000.0,1,1,GSC,19.0,133.0,1.0,0.0,166.0,58.0,34.5,13.0,28.0,28.0,-1.0,28.0,28.0,359
25519,Ethiopia,Air,Purchase Order,Direct Drop,Laboratory Consumables,CIP,AD,-16.0,Laboratory,52.0,93,93,DCP,21.0,7.0,5.0,0.0,23.0,44.0,-8.0,-63.5,84.0,84.0,-4.0,84.0,84.0,93
25527,Haiti,Sea,Purchase Order,Direct Drop,Essential Medicines,FCA,UD,6.0,Other Pharma,0.72,25000,25000,GSC,84.0,6.0,0.0,3.0,143.0,76.0,52.0,35.0,224.0,224.0,-6.0,224.0,224.0,365
25529,Haiti,Sea,Purchase Order,Direct Drop,Essential Medicines,FCA,AD,-31.0,Other Pharma,5.09,350,350,GSC,63.0,8.0,0.0,3.0,143.0,35.0,14.0,35.0,154.0,154.0,-3.0,154.0,154.0,267
25535,Congo DRC,Air,Purchase Order,Direct Drop,Laboratory Consumables,DAP,AD,-389.0,Laboratory,55.0,70,70,GSC,15.0,56.0,0.0,21.0,47.0,75.0,28.0,-63.5,84.0,84.0,365.0,84.0,84.0,191
25537,Nigeria,Air,Purchase Order,Direct Drop,Laboratory Consumables,CIP,AD,-332.0,Laboratory,52.0,1438,1438,GSC,0.0,97.0,6.0,1.0,77.0,13.0,7.0,-63.5,105.0,105.0,-1.0,105.0,105.0,202
25538,El Salvador,Air,Purchase Order,Direct Drop,Laboratory Consumables,DDP,SD,122.0,Laboratory,110.0,4,4,GSC,15.0,244.0,3.0,0.0,19.0,75.0,28.0,-63.5,385.0,385.0,-1.0,385.0,385.0,392
25542,Zambia,Air,Purchase Order,Direct Drop,Laboratory Equipment,DAP,AD,24.0,Laboratory,75000.0,1,1,GSC,19.0,92.0,1.0,0.0,166.0,19.0,34.5,13.0,28.0,28.0,-7.0,28.0,28.0,279
25547,Haiti,Air,Purchase Order,Direct Drop,Essential Medicines,FCA,AD,87.0,Other Pharma,3.95,473,473,GSC,28.0,95.0,104.0,27.0,112.0,81.0,10.0,35.0,126.0,126.0,1.0,126.0,126.0,458
25548,Haiti,Sea,Purchase Order,Direct Drop,Essential Medicines,FCA,AD,-30.0,TB HIV,7.77,1000,1000,GSC,63.0,15.0,0.0,1.0,126.0,4.0,67.0,35.0,168.0,168.0,-3.0,168.0,168.0,277
25557,Ethiopia,Air,Purchase Order,Direct Drop,Laboratory Consumables,CIP,AD,-16.0,Laboratory,198.0,61,61,DCP,21.0,7.0,5.0,0.0,23.0,44.0,-8.0,-63.5,84.0,84.0,-4.0,84.0,84.0,93
25559,Zambia,Air,Purchase Order,Direct Drop,Laboratory Equipment,DAP,AD,1.0,Laboratory,500.0,1,1,GSC,19.0,133.0,1.0,0.0,166.0,58.0,34.5,13.0,28.0,28.0,-1.0,28.0,28.0,359
25563,Congo DRC,Air,Purchase Order,Direct Drop,Laboratory Consumables,DAP,AD,-389.0,Laboratory,52.0,90,90,GSC,15.0,56.0,0.0,21.0,47.0,75.0,28.0,-63.5,84.0,84.0,365.0,84.0,84.0,191
25564,Tanzania,Air,Purchase Order,Direct Drop,Laboratory Consumables,DAP,AD,-73.0,Laboratory,198.0,203,203,GSC,15.0,43.0,3.0,5.0,6.0,75.0,28.0,-63.5,182.0,182.0,-2.0,182.0,182.0,122
25565,Nigeria,Air,Purchase Order,Direct Drop,Essential Medicines,FCA,UD,9.0,TB HIV,0.99,17310,17310,GSC,12.0,10.0,13.0,1.0,57.0,111.0,15.0,35.0,154.0,154.0,-6.0,154.0,154.0,220
25567,Nigeria,Land,Purchase Order,Direct Drop,Essential Medicines,FCA,AD,-64.0,Other Pharma,0.8,34000,34000,GSC,3.0,182.0,13.0,1.0,57.0,-1.0,14.0,35.0,210.0,210.0,-6.0,210.0,210.0,270
25568,Zambia,Air,Purchase Order,Direct Drop,Laboratory Equipment,DAP,AD,1.0,Laboratory,0.01,1,1,GSC,19.0,133.0,1.0,0.0,166.0,58.0,34.5,13.0,28.0,28.0,-1.0,28.0,28.0,359
25570,Nigeria,Air,Purchase Order,Direct Drop,Laboratory Consumables,DAP,SD,0.0,Laboratory,137.0,55,55,DCP,15.0,37.0,0.0,1.0,11.0,119.0,28.0,-63.5,91.0,91.0,-8.0,91.0,91.0,169
25571,Zambia,Air,Purchase Order,Direct Drop,Laboratory Consumables,FCA,AD,8.0,Laboratory,8.3,34,34,GSC,14.0,33.0,1.0,0.0,36.0,75.0,28.0,-63.5,154.0,154.0,2.0,154.0,154.0,367
25573,Haiti,Air,Purchase Order,Direct Drop,Essential Medicines,FCA,AD,-33.0,Other Pharma,16.5,75,75,GSC,28.0,43.0,2.0,27.0,214.0,72.0,36.0,35.0,119.0,119.0,6.0,119.0,119.0,336
25579,Uganda,Air,Purchase Order,Direct Drop,Laboratory Consumables,FCA,AD,-4.0,Laboratory,75.0,927,927,GSC,9.0,31.0,24.0,2.0,23.0,64.0,-2.0,-63.5,154.0,154.0,4.0,154.0,154.0,152
25580,Zambia,Air,Purchase Order,Direct Drop,Laboratory Equipment,DAP,AD,11.0,Laboratory,0.01,1,1,GSC,19.0,120.0,1.0,0.0,166.0,78.0,34.5,13.0,28.0,28.0,6.0,28.0,28.0,366
25583,Ukraine,Air,Purchase Order,Direct Drop,Laboratory Consumables,FCA,AD,61.0,Laboratory,29.88,2,2,GSC,6.0,66.0,6.0,35.0,70.0,405.0,20.0,-63.5,175.0,175.0,2.0,175.0,175.0,609
25584,Zambia,Air,Purchase Order,Direct Drop,Laboratory Equipment,DAP,AD,1.0,Laboratory,0.01,1,1,GSC,19.0,133.0,1.0,0.0,166.0,58.0,34.5,13.0,28.0,28.0,-1.0,28.0,28.0,359
25587,Nigeria,Air,Purchase Order,Direct Drop,Laboratory Consumables,CIP,AD,-332.0,Laboratory,260.0,1902,1902,GSC,0.0,97.0,6.0,1.0,77.0,13.0,7.0,-63.5,105.0,105.0,-1.0,105.0,105.0,202
25602,Côte d'Ivoire,Air,Purchase Order,Direct Drop,Essential Medicines,FCA,AD,-3.0,TB HIV,7.77,100,100,GSC,48.0,12.0,21.0,0.0,55.0,72.0,36.0,35.0,91.0,91.0,-13.0,91.0,91.0,152
